from,to
情報I_0,情報I_1
情報I_0,情報I_2
情報I_0,情報I_3
情報I_0,情報I_4
情報I_0,情報I_5
情報I_5,情報I_6
情報I_0,情報I_7
情報I_7,情報I_8
情報I_7,情報I_9
情報I_7,情報I_10
情報I_0,情報I_11
情報I_11,情報I_12
情報I_0,情報I_13
情報I_13,情報I_14
情報I_0,情報I_15
情報I_15,情報I_16
情報I_0,情報I_17
情報I_0,情報I_18
情報I_0,情報I_19
情報I_0,情報I_20
情報I_0,情報I_21
